Hrefno.,Resultid,Region|City,Amenties,HotelStar,Average Price per night,Tax and fees,Nights,Total price,Recommandation,Tripadvisor Rating
Hrefno.,Resultid,Region|City,Amenties,HotelStar,Average Price per night,Tax and fees,Nights,Total price,Recommandation,Tripadvisor Rating
5940880545, NTY3NDIzOTI0ODo5NDI4NzAwNDQ4Mg--, Houston Galleria| West University Place, suite|smoke free rooms|fitness center|pool(s)|restaurant(s)|business center|high-speed internet access, 4.0, 59.00, 49.76, 4, 285.76, 90, 4.0
6021062287, NTY3NDIzOTI0ODo5NDI4NzAwNDQ4NQ--, Downtown Houston| Houston, restaurant(s)|high-speed internet access, 4.5, 84.00, 67.01, 4, 403.01, 95, 4.0
6985452028, NTY3NDIzOTI0ODo5NDI4NzAxMzIyOQ--, Houston Galleria| West University Place, smoke free rooms|fitness center|pool(s)|restaurant(s)|business center|laundry facilities|high-speed internet access, 3.5, 51.00, 44.01, 4, 248.01, 80, 3.5
6050023472, NTY3NDIzOTI0ODo5NDI4NzAwNDQ3Ng--, Downtown Houston| Houston, boutique hotel|fitness center|restaurant(s)|business center|high-speed internet access, 4.0, 77.00, 61.89, 4, 369.89, 80, 4.0
5187167428, NTY3NDIzOTI0ODo5NDI4NzAwNDQ5MQ--, Downtown Houston| Houston, fitness center|restaurant(s)|business center, 3.5, 65.00, 53.38, 4, 313.38, 85, 3.5
6587535504, NTY3NDIzOTI0ODo5NDI4NzAwNDQ3MA--, Houston Galleria| West University Place, boutique hotel|fitness center|restaurant(s)|business center|high-speed internet access, 3.0, 62.00, 51.40, 4, 299.40, 95, 4.0
6935371885, NTY3NDIzOTI0ODo5NDI4NzAxMzIyMQ--, Houston West - Energy Corridor| Spring Valley, fitness center|pool(s)|restaurant(s)|business center|high-speed internet access|tennis nearby, 4.0, 62.00, 51.69, 4, 299.69, 95, 4.0
6921102005, NTY3NDIzOTI0ODo5NDI4NzAwNDQ3OA--, Medical Center - Astrodome| VA Hospital, fitness center|pool(s)|restaurant(s)|golf nearby, 3.0, 50.00, 43.19, 4, 243.19, 85, 3.5
6177867542, NTY3NDIzOTI0ODo5NDI4NzAwNDQ2NQ--, NW Houston - Brookhollow| Spring Valley, smoke free rooms|fitness center|pool(s)|restaurant(s)|laundry facilities|high-speed internet access|golf nearby, 3.5, 53.00, 45.65, 4, 257.65, 95, 3.5
6514824323, NTY3NDIzOTI0ODo5NDI4NzAwNDQ5Mw--, Aldine - Bush Ictl Airport IAH| Humble, airport shuttle|fitness center|pool(s), 3.0, 41.00, 37.43, 4, 201.43, 95, 
5540929949, NTY3NDIzOTI0ODo5NDI4NzAwNDQ4Nw--, Aldine - Bush Ictl Airport IAH| Humble, airport shuttle|fitness center|pool(s)|restaurant(s)|business center|high-speed internet access, 3.5, 54.00, 46.47, 4, 262.47, 90, 
5196354197, NTY3NDIzOTI0ODo5NDI4NzAxMzIzOA--, NW Houston - Brookhollow| Spring Valley, fitness center|pool(s)|restaurant(s)|business center|laundry facilities, 3.0, 47.00, 41.15, 4, 229.15, 95, 4.0
5889161468, NTY3NDIzOTI0ODo5NDI4NzAxMzIyMw--, Houston West - Energy Corridor| Spring Valley, fitness center|pool(s)|business center|high-speed internet access, 3.0, 46.00, 40.72, 4, 224.72, 95, 
6764890351, NTY3NDIzOTI0ODo5NDI4NzAxMzIzMg--, Houston Galleria| West University Place, , 2.0, 42.00, 38.06, 4, 206.06, , 
6578154414, NTY3NDIzOTI0ODo5NDI4NzAxMzIwNw--, Houston Hobby Airport HOU| South Houston, airport shuttle|pool(s)|laundry facilities, 3.0, 51.00, 44.01, 4, 248.01, 90, 
5393438277, NTY3NDIzOTI0ODo5NDI4NzAwNDQ4MA--, Medical Center - Astrodome| VA Hospital, laundry facilities, 2.0, 36.00, 31.80, 4, 175.80, 75, 
6486780529, NTY3NDIzOTI0ODo5NDI4NzAxMzIyNw--, Houston Galleria| West University Place, fitness center|pool(s)|restaurant(s)|business center|high-speed internet access, 4.5, 212.00, 154.10, 4, 1002.10, 95, 4.5
5140486054, NTY3NDIzOTI0ODo5NDI4NzAwNDQ4Ng--, NW Houston - Brookhollow| Spring Valley, fitness center|pool(s)|laundry facilities, 2.5, 39.00, 35.79, 4, 191.79, 80, 
5409873575, NTY3NDIzOTI0ODo5NDI4NzAxMzIxMA--, SW Houston - Sugar Land| Sugar Land, fitness center|pool(s)|restaurant(s)|laundry facilities|golf nearby, 3.0, 41.00, 37.43, 4, 201.43, 80, 3.5
5208413665, NTY3NDIzOTI0ODo5NDI4NzAxMzI0OA--, East Houston - Cloverleaf| Jacinto City, complimentary breakfast|pool(s)|high-speed internet access, 3.0, 48.00, 42.36, 4, 234.36, 65, 
6191489352, NTY3NDIzOTI0ODo5NDI4NzAwNDQ3OQ--, Medical Center - Astrodome| VA Hospital, fitness center|pool(s)|restaurant(s)|business center|high-speed internet access|golf nearby, 3.5, 84.00, 66.82, 4, 402.82, 50, 3.0
6928215139, NTY3NDIzOTI0ODo5NDI4NzAwNDQ5MA--, Houston West - Energy Corridor| Spring Valley, laundry facilities|high-speed internet access, 2.5, 41.00, 37.43, 4, 201.43, 85, 
6615477643, NTY3NDIzOTI0ODo5NDI4NzAxMzIzNg--, NW Houston - Brookhollow| Spring Valley, suite|fitness center|kitchenette, 2.0, 32.00, 28.51, 4, 156.51, 65, 
5719710692, NTY3NDIzOTI0ODo5NDI4NzAxMzIxNA--, Washington Ave| Houston, complimentary breakfast, 2.0, 40.00, 36.57, 4, 196.57, , 2.5
6817177690, NTY3NDIzOTI0ODo5NDI4NzAwNDQ5NA--, Houston West - Energy Corridor| Spring Valley, laundry facilities, 2.0, 32.00, 28.51, 4, 156.51, , 
5302803125, NTY3NDIzOTI0ODo5NDI4NzAxMzIxOA--, SW Houston - Sugar Land| Sugar Land, complimentary breakfast|pool(s)|laundry facilities|high-speed internet access, 2.5, 39.00, 35.79, 4, 191.79, 75, 3.5
6431160701, NTY3NDIzOTI0ODo5NDI4NzAxMzIxMg--, Aldine - Bush Ictl Airport IAH| Humble, pool(s)|laundry facilities, 2.0, 30.00, 27.69, 4, 147.69, 45, 
5408328894, NTY3NDIzOTI0ODo5NDI4NzAxMzIwMQ--, Aldine - Bush Ictl Airport IAH| Humble, high-speed internet access, 2.5, 43.00, 38.59, 4, 210.59, , 
6780979899, NTY3NDIzOTI0ODo5NDI4NzAwNDQ5Ng--, SW Houston - Sugar Land| Sugar Land, high-speed internet access, 2.0, 34.00, 25.14, 4, 161.14, 90, 
6427600158, NTY3NDIzOTI0ODo5NDI4NzAxMzI0MQ--, Willowbrook - Cypress Station| North Houston, laundry facilities, 2.0, 29.00, 26.87, 4, 142.87, 85, 
5430590407, NTY3NDIzOTI0ODo5NDI4NzAwNDQ4NA--, Houston Hobby Airport HOU| South Houston, , 2.0, 40.00, 36.61, 4, 196.61, , 
6886721098, NTY3NDIzOTI0ODo5NDI4NzAxMzIxMw--, SW Houston - Sugar Land| Sugar Land, suite|smoke free rooms|fitness center|pool(s)|high-speed internet access, 3.5, 89.00, 69.82, 4, 425.82, 90, 4.5
6633421936, NTY3NDIzOTI0ODo5NDI4NzAwNDQ2NA--, East Houston - Cloverleaf| Jacinto City, complimentary breakfast|pool(s)|high-speed internet access, 2.0, 39.00, 35.79, 4, 191.79, 55, 2.5
6629756318, NTY3NDIzOTI0ODo5NDI4NzAwNDQ3Nw--, Medical Center - Astrodome| VA Hospital, complimentary breakfast|fitness center|laundry facilities|high-speed internet access|kitchenette, 2.5, 75.00, 60.39, 4, 360.39, , 
6111188246, NTY3NDIzOTI0ODo5NDI4NzAxMzIxNg--, Clear Lake - NASA Space Center - Kemah| Nassau Bay, pool(s)|restaurant(s), 3.0, 54.00, 47.91, 4, 263.91, 95, 
5390200196, NTY3NDIzOTI0ODo5NDI4NzAxMzIzMw--, Willowbrook - Cypress Station| North Houston, fitness center|pool(s)|restaurant(s)|business center|laundry facilities, 3.0, 63.00, 52.22, 4, 304.22, 90, 4.0
6170387525, NTY3NDIzOTI0ODo5NDI4NzAxMzIzMQ--, East Houston - Cloverleaf| Jacinto City, complimentary breakfast|pool(s)|laundry facilities|high-speed internet access, 2.5, 57.00, 48.26, 4, 276.26, , 3.5
5073709769, NTY3NDIzOTI0ODo5NDI4NzAxMzIzMA--, Baytown| Baytown, complimentary breakfast|fitness center|pool(s)|laundry facilities, 3.0, 47.00, 42.44, 4, 230.44, 80, 3.5
6831506777, NTY3NDIzOTI0ODo5NDI4NzAxMzIxNQ--, Cyfair| Jersey Village, complimentary breakfast|pool(s)|laundry facilities|high-speed internet access, 2.5, 41.00, 35.91, 4, 199.91, 75, 3.5
6024816664, NTY3NDIzOTI0ODo5NDI4NzAwNDQ5NQ--, Clear Lake - NASA Space Center - Kemah| Nassau Bay, , 2.0, 34.00, 30.15, 4, 166.15, 75, 
5646466620, NTY3NDIzOTI0ODo5NDI4NzAxMzIyMA--, Channelview| Channelview, complimentary breakfast|fitness center|pool(s)|business center|laundry facilities|high-speed internet access, 3.0, 72.00, 58.80, 4, 346.80, 85, 4.0
6949308425, NTY3NDIzOTI0ODo5NDI4NzAxMzI0NQ--, Willowbrook - Cypress Station| North Houston, complimentary breakfast|fitness center|pool(s)|business center|laundry facilities|high-speed internet access, 2.5, 56.00, 43.27, 4, 267.27, 95, 4.0
6199735203, NTY3NDIzOTI0ODo5NDI4NzAwNDQ3Mw--, Pasadena| Pasadena, fitness center|business center|laundry facilities|high-speed internet access, 3.0, 83.00, 66.19, 4, 398.19, , 3.5
5665983156, NTY3NDIzOTI0ODo5NDI4NzAwNDQ3Mg--, Pasadena| Pasadena, complimentary breakfast|pool(s)|restaurant(s)|business center|laundry facilities|high-speed internet access, 2.5, 67.00, 54.88, 4, 322.88, , 4.0
6282432048, NTY3NDIzOTI0ODo5NDI4NzAwNDQ3NQ--, Pasadena| Pasadena, complimentary breakfast|pool(s)|high-speed internet access, 2.0, 51.00, 32.67, 4, 236.67, , 3.5
5472995946, NTY3NDIzOTI0ODo5NDI4NzAxMzIyMg--, Channelview| Channelview, complimentary breakfast, 2.0, 41.00, 37.24, 4, 201.24, , 4.0
5660938007, NTY3NDIzOTI0ODo5NDI4NzAxMzI0Nw--, Baytown| Baytown, complimentary breakfast|pool(s)|laundry facilities|high-speed internet access, 2.5, 42.00, 38.26, 4, 206.26, 70, 3.5
6805085888, NTY3NDIzOTI0ODo5NDI4NzAxMzIwOQ--, La Porte| La Porte, high-speed internet access, 2.0, 39.00, 35.79, 4, 191.79, 75, 
6418554634, NTY3NDIzOTI0ODo5NDI4NzAxMzIyNA--, Atascocita| Atascocita, high-speed internet access, 3.0, 70.00, 46.76, 4, 326.76, , 
6286769071, NTY3NDIzOTI0ODo5NDI4NzAxMzI0Mw--, Deer Park| Deer Park, complimentary breakfast, 2.0, 43.00, 38.59, 4, 210.59, , 4.0
5916064520, NTY3NDIzOTI0ODo5NDI4NzAxMzIwOA--, Pearland| Pearland, complimentary breakfast|high-speed internet access, 2.5, 72.00, 48.04, 4, 336.04, , 
6993597426, NTY3NDIzOTI0ODo5NDI4NzAwNDQ4OQ--, Houston West - Energy Corridor| Spring Valley, complimentary breakfast|high-speed internet access, 1.0, 36.00, 31.31, 4, 175.31, , 3.5
6695302000, NTY3NDIzOTI0ODo5NDI4NzAxMzIzNw--, NW Houston - Brookhollow| Spring Valley, complimentary breakfast|pool(s)|restaurant(s)|business center|laundry facilities|high-speed internet access, 1.0, 39.00, 35.79, 4, 191.79, , 3.0
5376179740, NTY3NDIzOTI0ODo5NDI4NzAxMzIwNg--, League City - Dickinson| League City, complimentary breakfast, 2.0, 36.00, 24.68, 4, 168.68, , 3.0
6316951288, NTY3NDIzOTI0ODo5NDI4NzAwNDUwMA--, Aldine - Bush Ictl Airport IAH| Humble, , 1.0, 36.00, 31.75, 4, 175.75, , 
6221843245, NTY3NDIzOTI0ODo5NDI4NzAwNDQ2OQ--, East Houston - Cloverleaf| Jacinto City, pool(s), 1.0, 39.00, 35.60, 4, 191.60, , 
5026122579, NTY3NDIzOTI0ODo5NDI4NzAxMzIzNA--, Deer Park| Deer Park, complimentary breakfast|fitness center|pool(s)|business center|laundry facilities|high-speed internet access, 3.0, 83.00, 66.19, 4, 398.19, , 3.5
5370662039, NTY3NDIzOTI0ODo5NDI4NzAxMzI0MA--, Baytown| Baytown, complimentary breakfast, 2.0, 42.00, 37.77, 4, 205.77, , 
6504799083, NTY3NDIzOTI0ODo5NDI4NzAxMzIwMg--, SW Houston - Sugar Land| Sugar Land, complimentary breakfast, 1.0, 37.00, 49.87, 4, 197.87, , 0.0
5720272611, NTY3NDIzOTI0ODo5NDI4NzAwNDQ2Nw--, Alvin| Alvin, fitness center|pool(s)|business center|high-speed internet access, 2.5, 56.00, 36.94, 4, 260.94, , 4.5
5700569741, NTY3NDIzOTI0ODo5NDI4NzAxMzIxOQ--, Clear Lake - NASA Space Center - Kemah| Nassau Bay, fitness center|business center|high-speed internet access, 2.5, 65.00, 49.03, 4, 309.03, , 4.5
5742772663, NTY3NDIzOTI0ODo5NDI4NzAwNDQ5OQ--, La Porte| La Porte, complimentary breakfast|fitness center|pool(s)|business center|high-speed internet access, 2.5, 76.00, 61.31, 4, 365.31, , 3.5
6193871508, NTY3NDIzOTI0ODo5NDI4NzAwNDQ4OA--, Channelview| Channelview, high-speed internet access, 1.0, 40.00, 35.13, 4, 195.13, , 0.0
6087750220, NTY3NDIzOTI0ODo5NDI4NzAxMzIzOQ--, Willowbrook - Cypress Station| North Houston, complimentary breakfast|pool(s)|business center, 1.0, 44.00, 35.85, 4, 211.85, , 3.5
5238855171, NTY3NDIzOTI0ODo5NDI4NzAxMzI0Ng--, Deer Park| Deer Park, smoke free rooms|complimentary breakfast|high-speed internet access, 2.5, 101.00, 78.51, 4, 482.51, , 3.5
5006039909, NTY3NDIzOTI0ODo5NDI4NzAwNDQ2Mg--, Alvin| Alvin, complimentary breakfast, 1.0, 38.00, 29.71, 4, 181.71, , 2.5
5929753438, NTY3NDIzOTI0ODo5NDI4NzAxMzIwNQ--, Cyfair| Jersey Village, complimentary breakfast|fitness center|business center|laundry facilities|high-speed internet access, 2.0, 96.00, 67.91, 4, 451.91, , 3.5
